# Title: Northern Hemisphere Land Average Temperature Anomalies
# Units: Degrees Celsius
# Missing: -999
# Base Period: 1901-2000
Date,Anomaly
198808,0.37
198809,0.54
198810,0.31
198811,0.10
198812,0.87
198901,-0.11
198902,0.81
198903,0.74
198904,0.46
198905,0.32
198906,0.36
198907,0.40
198908,0.33
198909,0.40
198910,0.29
198911,-0.13
198912,0.73
199001,0.57
199002,0.66
199003,2.00
199004,1.22
199005,0.89
199006,0.74
199007,0.31
199008,0.48
199009,0.56
199010,0.44
199011,0.36
199012,0.50
199101,0.79
199102,0.88
199103,0.50
199104,0.80
199105,0.62
199106,0.71
199107,0.61
199108,0.48
199109,0.60
199110,0.54
199111,0.49
199112,0.29
199201,0.96
199202,0.78
199203,0.83
199204,0.09
199205,0.11
199206,-0.09
199207,-0.21
199208,-0.12
199209,-0.33
199210,-0.38
199211,-0.13
199212,0.43
199301,0.59
199302,1.01
199303,0.78
199304,0.42
199305,0.40
199306,0.37
199307,0.25
199308,0.12
199309,0.02
199310,0.28
199311,-0.38
199312,0.37
199401,0.38
199402,-0.28
199403,0.67
199404,0.70
199405,0.61
199406,0.63
199407,0.35
199408,0.43
199409,0.47
199410,0.79
199411,0.54
199412,0.39
199501,1.35
199502,2.19
199503,1.00
199504,1.27
199505,0.65
199506,0.85
199507,0.45
199508,0.85
199509,0.75
199510,0.81
199511,0.93
199512,0.45
199601,0.41
199602,1.04
199603,0.58
199604,0.15
199605,0.59
199606,0.28
199607,0.45
199608,0.11
199609,-0.06
199610,-0.12
199611,0.74
199612,0.57
199701,0.30
199702,0.65
199703,1.16
199704,0.76
199705,0.47
199706,0.63
199707,0.41
